"","X.1","X","pID","eID","oID","internalID","Effect.description","origDirection","Observed.difference.in.replication.","origN","repN","testReported","What.statistical.test.was.reported.","Statistical.test.applied.to.original.data","Original.test.statistic.type","Original.test.statistic.value","Original.df1","Original.df2","Original.p.value","Replication.statistical.test","Replication.test.statistic.type","Replication.test.statistic.value","Replication.df1","Replication.df2","Replication.p.value","Was.original.data.representative.","origRawDiff","Replication.raw.difference..if.original.reported.representative.data.","Replication.raw.difference.type..mean.or.median.","Replication.raw.diference.standard.error","Replication.raw.difference.lower.CI","Replication.raw.difference.upper.CI","Effect.size.type","Original.effect.size","Original.standard.error","Original.lower.CI","Original.upper.CI","Replication.effect.size","Replication.standard.error","Replication.lower.CI","Replication.upper.CI","Meta.analysis.effect.size","Meta.analysis.lower.CI","Meta.analysis.upper.CI","Meta.analysis.p.value","repDirection","Statistical.test.applied.to.original.data..SMD.","Original.test.statistic.type..SMD.","Original.test.statistic.value..SMD.","origdf1","origdf2","origPval","Replication.statistical.test..SMD.","Replication.test.statistic.type..SMD.","Replication.test.statistic.value..SMD.","repdf1","repdf2","repPval","repRawDiff","Replication.raw.difference.type..mean.or.median...SMD.","Replication.raw.diference.standard.error..SMD.","Replication.raw.difference.lower.CI..SMD.","Replication.raw.difference.upper.CI..SMD.","EStype","origES","origSE","origESLo","origESHi","repES","repSE","repESLo","repESHi","Meta.analysis.effect.size..SMD.","Meta.analysis.lower.CI..SMD.","Meta.analysis.upper.CI..SMD.","Meta.analysis.p.value..SMD.","Notes.x","Original.paper.figure","Was.experiment.originally.identified.by.RP.CB.team","Did.experiment.continue.after.sharing.with.labs..before.submitting.protocol.to.eLife.","Did.the.experiment.protocol.get.submitted.to.eLife","Did.the.experiment.protocol.get.accepted.and.published.in.eLife","infoNeeded","infoQuality","Data.shared.by.original.authors","Code.shared.by.original.authors","Key.materials.asked.to.be.shared","materialsSharedProse","Key.materials.shared","expType","What.types.of.experimental.techniques.were.utilized.","What.category.of.experimental.techniques.were.utilized.","Number.of.lab.s..contracted.for.the.experiment","labsContracted","Registered.Report.protocol","Experiment.description","Original.sample.number..reported.","Replication.sample.number..power.","Replication.sample.number..reported.","Replication.experiment.attempted","Replication.experiment.completed","If.experiment.incomplete..why.","changesNeededRaw","If.modifications.were.needed.for.experiment.to.proceed..what.were.they.","changesSuccess","If.modifications.unable.to.be.fully.implemented..why.","Replication.study.figure","Were.materials.shippped.between.replicating.labs.","If.a.material.was.shipped.between.replicating.labs..what.was.it.","Was.the.original.experiment.blinded.","Was.the.replication.experiment.blinded.","Was.the.original.experiment.randomized.","Was.the.replication.experiment.randomized.","Was.the.original.experiment.sample.size.determined.a.priori.","Was.the.replication.experiment.sample.size.determined.a.priori.","Was.a.statistical.test.reported.in.the.original.paper..y","What.statistical.test.s..was.reported.","Was.variation.of.biological.repeats.reported.in.the.original.experiment.","Notes.y","Original.paper.title","Year","Original.paper.journal","Number.of.original.authors","OSF.project.link","Draft.protocol.shared.with.original.authors.date","Budget.per.paper.at.project.onset.when.originally.identified.by.RP.CB.team","Anticipated.budget.when.Registered.Report.manuscript.ready.for.submission.to.eLife","Anticipated.budget.when.Registered.Report.accepted.and.published.in.eLife","Actual.budget.at.completion.of.replication.attempt","Registered.Report.submission.date","Registered.Report.acceptance.date","Link.to.Registered.Report","Experimental.work.start.date","Experimental.work.end.date","Replication.study.fully.completed","If.Replication.study.incomplete..why.","Replication.study.submission.date","Replication.study.acceptance.date","Link.to.Replication.study","Did.original.authors.respond.to.any.emails.","Did.the.original.paper.have.a.potential.conflict.of.issue.statement.","Did.the.replication.study.have.a.potential.conflict.of.issue.statement.","Number.of.lab.s..contracted.for.the.entire.paper","Contracted.lab.s..for.the.entire.paper","Notes","repSignif","origSignif","changes","changes_a..GTE.moderate.success","changes_b..LT.moderate.success","changes_c..No.changes.needed","materialsShared","materialsShared_a.No","materialsShared_b.Yes","materialsShared_c..Not.requested","hasCROLab","hasCoreLab","expAnimal","quantPair","peoID","nInternal","peID","origES2","ES2type","origESLo2","origESHi2","repES2","repESLo2","repESHi2","origSE2","repSE2","origVar2","repVar2","origES3","origESLo3","origESHi3","repES3","repESLo3","repESHi3","origSE3","repSE3","origVar3","repVar3","discrep","badCI"
"188",188,188,24,3,7,1,"PTEN expression of siNC vs siCNOT6L in Dicer-Ex5 HCT116 cells","Positive","Positive",8,8,"No",NA,"Student's t test","t",3.992918,NA,6,0.007176665,"Welch's t test","t",2.920492,NA,4.357305,0.03894628,"No",NA,NA,NA,NA,NA,NA,"Glass' delta",2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,"Positive","Student's t test","t",3.992918,NA,6,0.007176665,"Welch's t test","t",2.920492,NA,4.357305,0.03894628,NA,NA,NA,NA,NA,"Glass' delta",2.708333,1.312445,0.193857,5.142675,3.323902,1.530159,0.4344105,6.168055,2.969246,1.016731,4.921761,0.002877083,"assumed original study did not perform a statistical test since there was no '*' for this comparison.","3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,NA,NA,NA,"Cell-based","transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","3.0","ceRNA depletion on PTEN expression","4.0",4,4,"Yes","Yes",NA,0,NA,6,NA,"3.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e3o7",1,"p24e3",2.708333,"Glass' delta",0.193857,5.142675,3.323902,0.4344105,6.168055,1.312445,1.46269129056101,1.722511878025,2.13946581148305,2.708333,0.193857,5.142675,3.323902,0.4344105,6.168055,1.26247676973548,1.46269129056101,1.59384759412172,2.13946581148305,0.0400669999999996,FALSE
"189",189,189,24,3,8,1,"PTEN expression of siNC vs siPTEN in Dicer-Ex5 HCT116 cells","Positive","Positive",8,8,"Yes","Student's t test","Welch's t test","t",41.125,NA,3,3.163946e-05,"Student's t test","t",4.149283,NA,6,0.006015906,"No",NA,NA,NA,NA,NA,NA,"Glass' delta",20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,"Positive","Welch's t test","t",41.125,NA,3,3.163946e-05,"Student's t test","t",4.149283,NA,6,0.006015906,NA,NA,NA,NA,NA,"Glass' delta",20.5625,8.424334,5.434002,35.36035,2.075854,1.103719,-0.07814925,4.119009,2.387824,0.2429054,4.5327423,0.02911516,NA,"3G,3H,S3B","Yes","Yes","Yes","Yes",2,4,1,0,NA,NA,NA,"Cell-based","transfection (siRNA, plasmid),cell culture,Western blot assay,RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","3.0","ceRNA depletion on PTEN expression","4.0",4,4,"Yes","Yes",NA,0,NA,6,NA,"3.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e3o8",1,"p24e3",20.5625,"Glass' delta",5.434002,35.36035,2.075854,-0.07814925,4.119009,8.424334,1.07072330999617,70.969403343556,1.14644840656915,20.5625,5.434002,35.36035,2.075854,-0.07814925,4.119009,7.6344127331051,1.07072330999617,58.2842577793973,1.14644840656915,0.165323999999998,FALSE
"190",190,190,24,4,1,1,"cell proliferation of siNC vs siVAPA in wild-type HCT116 cells","Positive","Positive",6,8,"Yes","Student's t test","Student's t test","t",7.456842,NA,4,0.001728131,"Student's t test","t",3.071358,NA,6,0.02190393,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,"Positive","Student's t test","t",7.456842,NA,4,0.001728131,"Student's t test","t",3.071358,NA,6,0.02190393,NA,NA,NA,NA,NA,"Cohen's d",6.088486,2.819674,1.742122,10.42311,2.171778,1.091208,0.2904801,3.956579,2.681964,0.6873877,4.6765413,0.008403245,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o1",1,"p24e4",6.088486,"Cohen's d",1.742122,10.42311,2.171778,0.2904801,3.956579,2.819674,0.935246496598336,7.950561466276,0.874686009399461,6.088486,1.742122,10.42311,2.171778,0.2904801,3.956579,2.21457844850072,0.935246496598336,4.90435770456385,0.874686009399461,0.00586999999999982,FALSE
"191",191,191,24,4,2,1,"cell proliferation of siNC vs siCNOT6L in wild-type HCT116 cells","Positive","Null-positive",6,8,"Yes","Student's t test","Student's t test","t",9.946121,NA,4,0.0005738803,"Student's t test","t",0.6022279,NA,6,0.5690665,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,"Null-positive","Student's t test","t",9.946121,NA,4,0.0005738803,"Student's t test","t",0.6022279,NA,6,0.5690665,NA,NA,NA,NA,NA,"Cohen's d",8.120974,3.655908,2.537121,13.75216,0.4258394,0.8287433,-0.996725,1.814815,0.8019394,-0.7821764,2.3860552,0.3210961,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,FALSE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o2",1,"p24e4",8.120974,"Cohen's d",2.537121,13.75216,0.4258394,-0.996725,1.814815,3.655908,0.717242771340971,13.365663304464,0.514437193040876,8.120974,2.537121,13.75216,0.4258394,-0.996725,1.814815,2.86103190886741,0.717242771340971,8.18550358355749,0.514437193040876,0.0236664999999991,FALSE
"192",192,192,24,4,3,1,"cell proliferation of siNC vs siPTEN in wild-type HCT116 cells","Positive","Positive",6,8,"Yes","Student's t test","Student's t test","t",10.03484,NA,4,0.0005544865,"Student's t test","t",3.34189,NA,6,0.01557516,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,"Positive","Student's t test","t",10.03484,NA,4,0.0005544865,"Student's t test","t",3.34189,NA,6,0.01557516,NA,NA,NA,NA,NA,"Cohen's d",8.193411,3.686088,2.564739,13.87136,2.363073,1.134515,0.4112248,4.218505,2.86759,0.742366,4.992814,0.008178689,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o3",1,"p24e4",8.193411,"Cohen's d",2.564739,13.87136,2.363073,0.4112248,4.218505,3.686088,0.971262796161394,13.587244743744,0.94335141920725,8.193411,2.564739,13.87136,2.363073,0.4112248,4.218505,2.88439509327344,0.971262796161394,8.31973505409992,0.94335141920725,0.0246385,FALSE
"193",193,193,24,4,4,1,"cell proliferation of siPTEN vs siVAPA in Dicer-Ex5 HCT116 cells","Positive","Null-positive",6,8,"Yes","Student's t test","Student's t test","t",5.922951,NA,4,0.004070677,"Student's t test","t",2.108672,NA,6,0.07951859,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,"Null-positive","Student's t test","t",5.922951,NA,4,0.004070677,"Student's t test","t",2.108672,NA,6,0.07951859,NA,NA,NA,NA,NA,"Cohen's d",4.836069,2.320597,1.223106,8.396053,1.491057,0.9558736,-0.1653935,3.059672,1.976274,0.243998,3.70855,0.02534963,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,FALSE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o4",1,"p24e4",4.836069,"Cohen's d",1.223106,8.396053,1.491057,-0.1653935,3.059672,2.320597,0.822735908781719,5.385170436409,0.676894375598881,4.836069,1.223106,8.396053,1.491057,-0.1653935,3.059672,1.82986704260366,0.822735908781719,3.34841339360708,0.676894375598881,0.0264895000000003,FALSE
"194",194,194,24,4,5,1,"cell proliferation of siPTEN vs siCNOT6L in Dicer-Ex5 HCT116 cells","Positive","Positive",6,8,"Yes","Student's t test","Welch's t test","t",4.5802,NA,2.835155,0.0220685,"Student's t test","t",3.428638,NA,6,0.01399455,"No",NA,NA,NA,NA,NA,NA,"Glass' delta",2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,"Positive","Welch's t test","t",4.5802,NA,2.835155,0.0220685,"Student's t test","t",3.428638,NA,6,0.01399455,NA,NA,NA,NA,NA,"Glass' delta",2.919355,1.672521,-0.1722412,5.970023,2.839691,1.35793,0.2468907,5.359584,2.871341,0.8051183,4.9375644,0.006455947,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o5",1,"p24e4",2.919355,"Glass' delta",-0.1722412,5.970023,2.839691,0.2468907,5.359584,1.672521,1.30428246139426,2.797326495441,1.70115273910067,2.919355,-0.1722412,5.970023,2.839691,0.2468907,5.359584,1.56693292541327,1.30428246139426,2.4552787927442,1.70115273910067,0.0204640999999999,FALSE
"195",195,195,24,4,6,1,"cell proliferation of siNC vs siPTEN in Dicer-Ex5 HCT116 cells","Positive","Positive",6,8,"Yes","Student's t test","Welch's t test","t",13.28773,NA,2.005994,0.005551034,"Student's t test","t",4.855373,NA,6,0.002836135,"No",NA,NA,NA,NA,NA,NA,"Glass' delta",7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,"Positive","Welch's t test","t",13.28773,NA,2.005994,0.005551034,"Student's t test","t",4.855373,NA,6,0.002836135,NA,NA,NA,NA,NA,"Glass' delta",7.677419,3.924584,0.9427065,14.88883,2.677871,1.301985,0.1814093,5.092549,3.173561,0.7515215,5.5956001,0.01022545,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o6",1,"p24e4",7.677419,"Glass' delta",0.9427065,14.88883,2.677871,0.1814093,5.092549,3.924584,1.25286478188845,15.402359573056,1.5696701616964,7.677419,0.9427065,14.88883,2.677871,0.1814093,5.092549,3.55774994081658,1.25286478188845,12.6575846413804,1.5696701616964,0.238349250000001,FALSE
"196",196,196,24,4,7,1,"cell proliferation of siNC vs siVAPA in DU145 cells","Positive","Null-positive",6,10,"Yes","Student's t test","Welch's t test","t",6.066082,NA,2.413834,0.01632962,"Student's t test","t",0.5407342,NA,8,0.6034163,"No",NA,NA,NA,NA,NA,NA,"Glass' delta",3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,"Null-positive","Welch's t test","t",6.066082,NA,2.413834,0.01632962,"Student's t test","t",0.5407342,NA,8,0.6034163,NA,NA,NA,NA,NA,"Glass' delta",3.680851,2.013413,0.04586493,7.362028,0.4207117,0.6497113,-0.8743082,1.667941,0.7281735,-0.4837033,1.9400502,0.2389273,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,FALSE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o7",1,"p24e4",3.680851,"Glass' delta",0.04586493,7.362028,0.4207117,-0.8743082,1.667941,2.013413,0.648544876347968,4.053831908569,0.420610456637201,3.680851,0.04586493,7.362028,0.4207117,-0.8743082,1.667941,1.8664024256846,0.648544876347968,3.48345801460134,0.420610456637201,0.0230954649999999,FALSE
"197",197,197,24,4,8,1,"cell proliferation of siNC vs siCNOT6L in DU145 cells","Positive","Null-negative",6,10,"Yes","Student's t test","Student's t test","t",3.855255,NA,4,0.01822076,"Student's t test","t",-1.030908,NA,8,0.3327408,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,"Null-negative","Student's t test","t",3.855255,NA,4,0.01822076,"Student's t test","t",-1.030908,NA,8,0.3327408,NA,NA,NA,NA,NA,"Cohen's d",3.147803,1.690525,0.4555848,5.730333,-0.6520032,0.7302134,-1.912009,0.6455526,-0.05452481,-1.368388,1.259338,0.9351733,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,FALSE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o8",1,"p24e4",3.147803,"Cohen's d",0.4555848,5.730333,-0.6520032,-1.912009,0.6455526,1.690525,0.652451172616875,2.857874775625,0.425692532649135,3.147803,0.4555848,5.730333,-0.6520032,-1.912009,0.6455526,1.34562375676455,0.652451172616875,1.81070329476914,0.425692532649135,0.0548441000000004,FALSE
"198",198,198,24,4,9,1,"cell proliferation of siNC vs siPTEN in DU145 cells","Positive","Positive",6,10,"Yes","Student's t test","Student's t test","t",6.711864,NA,4,0.002565041,"Student's t test","t",2.568878,NA,8,0.03318543,"No",NA,NA,NA,NA,NA,NA,"Cohen's d",5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,"Positive","Student's t test","t",6.711864,NA,4,0.002565041,"Student's t test","t",2.568878,NA,8,0.03318543,NA,NA,NA,NA,NA,"Cohen's d",5.480214,2.5751,1.493808,9.435297,1.624701,0.8403707,0.123476,3.055395,1.995795,0.4299706,3.5616198,0.01248384,NA,"5B","Yes","Yes","Yes","Yes",3,4,0,0,NA,NA,NA,"Cell-based","transfection (siRNA),cell culture,cell proliferation/viability assay (Crystal violet),RNA extraction,qRT-PCR,microscopy (fluorescence)","cell,immuno,molecular",1,"Core9","4.0","ceRNA depletion on cell proliferation","3.0",5,5,"Yes","Yes",NA,0,NA,6,NA,"4.0","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Student's t test","Yes","A key material was asked to be shared (Cells), but were not coded since it was commercially available","Coding-independent regulation of the tumor suppressor PTEN by competing endogenous mRNAs.",2011,"Cell",13,"https://osf.io/oblj1/","2015-02-24",25000,33415.68,43110.89,62894.9,42331,42404,"https://elifesciences.org/articles/12470",42445,43349,"Partial","Western blot results with the phospho-AKT antibody were inconsistent and largely absent of a signal.",43977,44092,"https://elifesciences.org/articles/56651","Yes","No","Yes",1,"Core9",NA,TRUE,TRUE,"a. GTE moderate success",1,0,0,"c. Not requested",0,0,1,FALSE,TRUE,FALSE,TRUE,"p24e4o9",1,"p24e4",5.480214,"Cohen's d",1.493808,9.435297,1.624701,0.123476,3.055395,2.5751,0.747952264206537,6.63114001,0.559432589531686,5.480214,1.493808,9.435297,1.624701,0.123476,3.055395,2.02592727790956,0.747952264206537,4.10438133537803,0.559432589531686,0.0156615000000002,FALSE
